x_geometry,x_objectid_1,x_id,x_name,x_telephone,x_address,x_address2,x_city,x_state,x_zip,x_zipp4,x_county,x_fips,x_directions,x_emergtitle,x_emergtel,x_emergext,x_contdate,x_conthow,x_geodate,x_geohow,x_hsipthemes,x_naicscode,x_naicsdescr,x_geolinkid,x_x,x_y,x_st_vendor,x_st_version,x_geoprec,x_phoneloc,x_qc_qa,x_port_type,x_bordpatsec,x_contact,x_fax_number,x_hours_oper,x_remark,x_ruleid,x_objectid
POINT (-71.0631769974 42.3650645899),187,11549968,"BOSTON PORT OF ENTRY, PORT OF BOSTON",617-565-6147,10 CAUSEWAY STREET,ROOM 603,BOSTON,MA,02222,1007,SUFFOLK,25025,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,746988228,-71.063177,42.365065,NAVTEQ,2009Q2,ONENTITY,,TGS,WATER PORT,,PORT DIRECTOR,,,,1,210
POINT (-94.7964042917 29.3085558768),188,11624752,"HOUSTON SEA PORT PORT OF ENTRY, PORT OF GALVESTON",409-766-3581,2502 HARBORSIDE DRIVE,,GALVESTON,TX,77550,,GALVESTON,48167,,,,,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,41954740,-94.796404,29.308556,NAVTEQ,2009Q2,ONENTITY,,TGS,WATER PORT,,,,,,0,0
POINT (-81.6852910201 30.4897678794),189,11562132,"AREA PORT OF JACKSONVILLE PORT OF ENTRY, JACKSONVILLE INTERNATIONAL AIRPORT",904-741-2000,2400 YANKEE CLIPPER DRIVE,,JACKSONVILLE,FL,32218,2492,DUVAL,12031,,,,,2009-09-22T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122651343,-81.685291,30.489768,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-97.5928945384 35.4068536193),190,11550137,"OKLAHOMA CITY PORT OF ENTRY, WILL ROGERS WORLD AIRPORT",405-319-6400,5600 AIR CARGO ROAD,,OKLAHOMA CITY,OK,73159,1109,OKLAHOMA,40109,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,30442970,-97.592894,35.406854,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,405-231-4346,8:30 AM - 5:00 PM,,1,142
POINT (-122.585293538 45.5874491854),191,11550143,"PORTLAND PORT OF ENTRY, PORTLAND INTERNATIONAL AIRPORT",503-240-6700,7000 NORTHEAST AIRPORT WAY,,PORTLAND,OR,97218,1009,MULTNOMAH,41051,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21384390,-122.585294,45.587449,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,503-326-3511,8:00 AM - 4:30 PM,EMERGENCY 24 HOUR CONTACT NUMBER (503)326-3515,1,148
POINT (-84.087575101 43.532000019),192,11550071,"SAGINAW/BAY CITY/FLINT PORT OF ENTRY, MBS INTERNATIONAL AIRPORT",989-695-2871,8500 GARFIELD ROAD,,FREELAND,MI,48623,8626,SAGINAW,26145,,,,,2009-10-23T00:00:00.000Z,PHONE,2009-10-23T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,90702254,-84.087575,43.532,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,517-695-2809,8:00 AM - 4:30 PM,,1,96
POINT (-66.0041519059 18.4391192076),193,11550480,"LUIS MUNOZ MARIN INTERNATIONAL AIRPORT PORT OF ENTRY, LUIS MUNOZ MARIN INTERNATIONAL AIRPORT",787-253-4540,EXPRESO ROMAN BALDORITY DE CASTRO,ISLA VERDE,CAROLINA,PR,00979,,CAROLINA,72031,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,120280448,-66.004152,18.439119,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-80.6321616469 28.0977344862),194,11550023,"MELBOURNE PORT OF ENTRY, MELBOURNE INTERNATIONAL AIRPORT",321-674-5796,1 AIR TERMINAL PARKWAY,,MELBOURNE,FL,32901,1864,BREVARD,12009,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122645352,-80.632162,28.097735,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,321-674-5797,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,44
POINT (-83.9900736194 35.8058844052),195,11550164,"KNOXVILLE PORT OF ENTRY, MCGHEE TYSON AIRPORT",865-545-4771,2055 ALCOA HIGHWAY,,ALCOA,TN,37701,3179,BLOUNT,47009,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124156420,-83.990074,35.805884,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,865-545-4774,8:00 AM - 5:00 PM,,1,170
POINT (-105.111823406 39.9096786481),196,11550010,"ROCKY MOUNTAIN METROPOLITAN AIRPORT PORT OF ENTRY, ROCKY MOUNTAIN METROPOLITAN AIRPORT",303-271-4884,11755 AIRPORT WAY,,BROOMFIELD,CO,80021,2585,JEFFERSON,08059,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,101955184,-105.111823,39.909679,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,303-271-4875,M-F 8:00 AM - 4:00 P,,1,30
POINT (-104.847754667 39.5790187099),197,11550012,"CENTENNIAL AIRPORT PORT OF ENTRY, CENTENNIAL AIRPORT",303-768-0309,7601 SOUTH PEORIA STREET,SUITE D-16,ENGLEWOOD,CO,80112,4124,ARAPAHOE,08005,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124021708,-104.847755,39.579019,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,303-768-0784,M-F 8:30 AM - 4:30 P,,1,32
POINT (-65.631560962 18.3336560927),198,11550150,"FAJARDO PORT OF ENTRY, PORT OF FAJARDO",787-863-0950,CALLE UNION 500,,PUERTO REAL,PR,00740,2202,FAJARDO,72053,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,120077889,-65.631561,18.333656,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,787-860-5771,8:00 AM - 5:00 PM,,1,156
POINT (-116.985458058 32.5697735344),199,11575701,"SAN YSIDRO PORT OF ENTRY, BROWN FIELD MUNICIPAL AIRPORT",619-661-3294,1424 CONTINENTAL STREET,,SAN DIEGO,CA,92154,5702,SAN DIEGO,06073,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,24201170,-116.985458,32.569773,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-71.121271544 42.7144458795),200,11550090,"GLOUCESTER PORT OF ENTRY, LAWRENCE MUNICIPAL AIRPORT",978-921-0782,492 SUTTON STREET,,NORTH ANDOVER,MA,01845,1505,ESSEX,25009,,,,,2010-01-11T00:00:00.000Z,PHONE,2010-01-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,719383099,-71.121272,42.714446,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,PORT DIRECTOR,,,,1,208
POINT (-68.8178032683 44.8086131043),201,11550068,"BANGOR PORT OF ENTRY, BANGOR INTERNATIONAL AIRPORT",207-947-7861,267A GODFREY BOULEVARD,,BANGOR,ME,04401,3099,PENOBSCOT,23019,,,,,2009-10-26T00:00:00.000Z,PHONE,2009-10-26T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,123095051,-68.817803,44.808613,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,207-941-2360,8:00 AM - 6:00 PM,,1,93
POINT (-122.215180542 37.7126215415),202,11624697,"SAN FRANCISCO PORT OF ENTRY, OAKLAND INTERNATIONAL AIRPORT",510-273-6032,1 AIRPORT DRIVE,,OAKLAND,CA,94621,1430,ALAMEDA,06001,,,,,2009-12-31T00:00:00.000Z,ALT REF,2009-12-31T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,764263059,-122.215181,37.712621,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-115.50991537 32.6663368479),203,11616941,"CALEXICO EAST/WEST PORT OF ENTRY, CALEXICO INTERNATIONAL AIRPORT",760-357-1208,801 WEST 2ND STREET,,CALEXICO,CA,92231,9645,IMPERIAL,06025,,,,,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,118009531,-115.509915,32.666337,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-97.2404757125 48.9486840631),204,11624755,"PEMBINA PORT OF ENTRY, PEMBINA MUNICIPAL AIRPORT",701-825-6551,10597 OLD HIGHWAY 81,,PEMBINA,ND,58271,9703,PEMBINA,38067,,,,,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,100752387,-97.240476,48.948684,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-80.0369008042 32.8846299252),205,11616960,"CHARLESTON PORT OF ENTRY, CHARLESTON INTERNATIONAL AIRPORT",843-552-2696,5500 INTERNATIONAL BOULEVARD,,CHARLESTON,SC,29418,6900,CHARLESTON,45019,,,,,2009-12-28T00:00:00.000Z,ALT REF,2009-12-28T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,42948442,-80.036901,32.88463,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-122.303836625 47.5368326592),206,11624698,"SEATTLE PORT OF ENTRY, KING COUNTY INTERNATIONAL AIRPORT/BOEING FIELD",206-553-1920,7277 PERIMETER ROAD SOUTH,,SEATTLE,WA,98108,3844,KING,53033,,,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21157745,-122.303837,47.536833,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-94.6025019051 48.7212753132),207,11624681,"BAUDETTE PORT OF ENTRY, BAUDETTE INTERNATIONAL AIRPORT",218-634-2803,1 AIRPORT ROAD,,BAUDETTE,MN,56623,,LAKE OF THE WOODS,27077,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-05T00:00:00.000Z,ALT REF,2010-01-05T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122601208,-94.602502,48.721275,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-87.8204654466 42.7589277596),208,11550083,"RACINE PORT OF ENTRY, BATTEN INTERNATIONAL AIRPORT",262-633-0286,3239 NORTH GREEN BAY ROAD,,RACINE,WI,53404,1545,RACINE,55101,,,,,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,38607626,-87.820465,42.758928,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,PORT DIRECTOR,414-633-0286,8:00 AM - 4:30 PM,,1,201
POINT (-112.364884014 48.6070205399),209,11624749,"SWEETGRASS AREA PORT OF ENTRY, CUT BANK INTERNATIONAL AIRPORT",406-335-9610,2705 VALIER HIGHWAY,,CUT BANK,MT,59427,,GLACIER,30035,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,123824721,-112.364884,48.60702,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-97.3139667807 32.9875118566),210,11550173,"ALLIANCE AIRPORT PORT OF ENTRY, FORT WORTH ALLIANCE AIRPORT",817-837-1000,2221 ALLIANCE BOULEVARD,,FORT WORTH,TX,76177,4325,TARRANT,48439,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,17682881,-97.313967,32.987512,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,817-890-1099,8:30 AM - 5:00 PM,,1,179
POINT (-134.583657483 58.3590885265),211,11549993,"JUNEAU PORT OF ENTRY, JUNEAU INTERNATIONAL AIRPORT",907-586-7211,1875 SHELL SIMMONS DRIVE,SUITE 116,JUNEAU,AK,99801,9375,JUNEAU,02110,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,703982646,-134.583657,58.359088,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,907-586-9309,7:00 AM - 5:00 PM,,1,10
POINT (-94.9968798847 29.6782438231),212,11553013,"HOUSTON SEA PORT PORT OF ENTRY, PORT OF HOUSTON",713-454-8002,1515 EAST BARBOURS CUT BOULEVARD,,LA PORTE,TX,77571,3015,HARRIS,48201,ENTITY TRAVELS TO MULTIPLE TERMINALS AT PORT.,,,,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,18346375,-94.99688,29.678244,NAVTEQ,2009Q2,ONENTITY,,TGS,WATER PORT,,,,,,0,0
POINT (-85.2155595648 40.9685706111),213,11549987,"FORT WAYNE PORT OF ENTRY, FORT WAYNE INTERNATIONAL AIRPORT",260-747-7276,12602 GLOBAL DRIVE,,FORT WAYNE,IN,46809,,ALLEN,18003,,,,,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,,-85.21556,40.968571,TGS,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,219-747-7601,8:30 AM - 5:00 PM,,1,4
POINT (-119.774738879 39.5080318401),214,11550124,"RENO PORT OF ENTRY, RENO-TAHOE INTERNATIONAL AIRPORT",775-784-5585,2220 RADAR STREET,,RENO,NV,89502,3222,WASHOE,32031,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,,-119.774739,39.508032,TGS,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,775-784-5718,8:00 AM - 5:00 PM,,1,128
POINT (-85.5560561359 42.2394845426),215,11624751,"BATTLE CREEK PORT OF ENTRY, W.K. KELLOGG INTERNATIONAL AIRPORT/KALAMAZOO-BATTLE CREEK",269-965-3349,5325 PORTAGE ROAD,,KALAMAZOO,MI,49002,1715,KALAMAZOO,26077,,,,,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,107916248,-85.556056,42.239485,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (144.675215406 13.4621027204),216,11624677,"AGANA PORT OF ENTRY, PORT OF AGANA",671-477-5931,1026 CABRAS HIGHWAY,SUITE 201,PITI,GU,96915,5609,GUAM,66010,,,,,2010-01-04T00:00:00.000Z,ALT REF,2010-01-04T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,2593,144.675215,13.462103,GU_GOV,2006,ONENTITY,,TGS,WATER PORT,,,,,,0,0
POINT (-80.8044345901 41.8886807805),217,11550130,"ASHTABULA/CONNEAUT PORT OF ENTRY, PORT OF ASHTABULA",440-964-2510,1170 LAKE AVENUE,,ASHTABULA,OH,44004,2930,ASHTABULA,39007,,,,,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,106543590,-80.804435,41.888681,NAVTEQ,2009Q2,ONENTITY,,TGS,WATER PORT,,PORT DIRECTOR,440-998-3845,8:00 AM - 4:00 PM,,1,135
POINT (-106.395779005 31.7997393862),218,11577349,"EL PASO PORT OF ENTRY, EL PASO INTERNATIONAL AIRPORT",915-782-4700,6701 CONVAIR ROAD,,EL PASO,TX,79925,1099,EL PASO,48141,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122781249,-106.395779,31.799739,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-99.4556160307 27.5436399144),219,11577365,"LAREDO PORT OF ENTRY, LAREDO INTERNATIONAL AIRPORT",956-791-6847,5210 BOB BULLOCK LOOP,,LAREDO,TX,78041,8801,WEBB,48479,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,737449669,-99.455616,27.54364,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-74.8180035255 40.2770449075),220,11616949,"PHILADELPHIA PORT OF ENTRY, TRENTON MERCER AIRPORT",609-637-0470,1100 TERMINAL CIRCLE DRIVE,,TRENTON,NJ,08628,2411,MERCER,34021,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125398631,-74.818004,40.277045,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-101.705414632 35.2184094154),221,11550167,"AMARILLO PORT OF ENTRY, RICK HUSBAND AMARILLO INTERNATIONAL AIRPORT",806-335-3533,10801 AIRPORT BOULEVARD,,AMARILLO,TX,79111,1211,POTTER,48375,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,126578213,-101.705415,35.218409,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,806-335-3627,8:30 AM - 5:00 PM,,1,173
POINT (-98.2397607107 26.1809024889),222,11616953,"HIDALGO/PHARR PORT OF ENTRY, MCALLEN-MILLER INTERNATIONAL AIRPORT",956-682-2331,2500 SOUTH BICENTENIAL BOULEVARD,,MCALLEN,TX,78503,3184,HIDALGO,48215,,,,,2009-12-20T00:00:00.000Z,ALT REF,2009-12-20T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122443725,-98.239761,26.180902,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-87.9039583871 42.9506789773),223,11550082,"MILWAUKEE PORT OF ENTRY, GENERAL MITCHELL INTERNATIONAL AIRPORT",414-747-5300,5300 SOUTH HOWELL AVENUE,,MILWAUKEE,WI,53207,6156,MILWAUKEE,55079,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125144344,-87.903958,42.950679,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,PORT DIRECTOR,414-762-0253,8:00 AM - 4:30 PM,,1,200
POINT (-77.4531479633 38.9603011144),224,11550016,"WASHINGTON DULLES PORT OF ENTRY, DULLES INTERNATIONAL AIRPORT",703-661-7140,23723 AIR FREIGHT LANE,BUILDING 5,STERLING,VA,20166,7617,LOUDOUN,51107,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,128076282,-77.453148,38.960301,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,703-318-6706,8:30 AM - 5:00 PM,202-354-1000,1,36
POINT (-93.3979617955 48.5659703792),225,11550490,"INTERNATIONAL FALLS PORT OF ENTRY, FALLS INTERNATIONAL AIRPORT",218-283-2541,3214 2ND AVENUE EAST,,INTERNATIONAL FALLS,MN,56649,8955,KOOCHICHING,27071,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122703311,-93.397962,48.56597,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-83.0039300774 42.4090629049),226,11616945,"DETROIT PORT OF ENTRY, COLEMAN A YOUNG INTERNATIONAL AIRPORT",313-393-3793,11499 CONNER STREET,,DETROIT,MI,48213,1234,WAYNE,26163,,,,,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,19712908,-83.00393,42.409063,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-78.9432355526 43.1002637763),227,11577346,"BUFFALO PORT OF ENTRY, NIAGARA FALLS INTERNATIONAL AIRPORT",716-282-1400,NIAGARA FALLS BOULEVARD AT PORTER ROAD,,NIAGARA FALLS,NY,14304,,NIAGARA,36063,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,34079934,-78.943236,43.100264,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-74.1005880122 41.4986609301),228,11624707,"PORT OF ENTRY AT STEWART INTERNATIONAL AIRPORT, STEWART INTERNATIONAL AIRPORT",845-564-7200,1130 1ST STREET,,NEW WINDSOR,NY,12553,8431,ORANGE,36071,,,,,2010-01-05T00:00:00.000Z,ALT REF,2010-01-05T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,38484301,-74.100588,41.498661,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,,,,,0,0
POINT (-109.597152592 31.458479111),229,11624754,"DOUGLAS PORT OF ENTRY, BISBEE DOUGLAS INTERNATIONAL AIRPORT",520-364-8486,6940 NORTH AIR TERMINAL BOULEVARD,,DOUGLAS,AZ,85607,6286,COCHISE,04003,,,,,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122549642,-109.597153,31.458479,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-66.0978804519 18.455837072),230,11624713,"SAN JUAN PORT OF ENTRY, FERNANDO LUIS RIBAS DOMINICCI AIRPORT",787-289-7978,64 CALLE LINDBERGH,FERNANDO LUIS RIBAS DOMINICCI AIRPORT TERMINAL,SAN JUAN,PR,00907,,SAN JUAN,72127,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-06T00:00:00.000Z,PHONE,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,120271205,-66.097881,18.455837,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
